shopName,productName,price,oldPrice,discount,weight,zip,available,details,ingredients,productLink,image,nutration,photos,retrive_date
Rainbow Grocery,"Ripple Milk, Dairy-Free, Original",$6.69 ,N/A,N/A,8 fl oz,Delivery to 94105,N/A,"At Ripple, we harvest clean protein from peas, removing all of the impurities to create the purest and best-tasting dairy-free milk in the world. Not only is Ripple lower in sugar (1 cup of reduced fat milk contains 12 g of naturally occuring sugar & 293 mg of calcium vs. 1 cup Ripple Original Mix contains 6 g added sugar & 440 mg calcium. Milk data from USDA National Database for Standard Reference, Legacy. April 2018) and a good source of protein, but it's also unbelievably creamy and delicious. Please recycle. Recyclecartons.com. Certified B Corporation.","Water, Pea Protein Base (water, Pea Protein), Cane Sugar, Sunflower Oil, Contains Less Than 1% Of Vitamin A Palmitate, Vitamin D2, Tricalcium Phosphate, Dipotassium Phosphate, Mixed Tocopherols (to Preserve Freshness) Sunflower Lecithin, Natural Flavor, Sea Salt, Guar Gum, Gellan Gum.",https://www.instacart.comhttps://www.instacart.com/store/items/item_669684818,https://www.instacart.com/assets/domains/product-image/file/large_42138dc4-5b79-48a2-828a-7e654cf26a73.png,"Nutrition Facts , Serving Size ,   , 236.00 mL , Servings Per Container ,   , 4 , Amount Per Serving , Calories ,  100 , % Daily Value , Total Fat ,  4.5g , 7% , daily value , Total Fat , Saturated Fat 0.5g , 3% , daily value , Total Fat , Trans Fat 0g , Total Fat , Polyunsaturated Fat 1g , Total Fat , Monounsaturated Fat 3g , Cholesterol ,  0mg , 0% , daily value , Sodium ,  135mg , 6% , daily value , Total Carbohydrate ,  6g , 2% , daily value , Total Carbohydrate , Dietary Fiber 1g , 4% , daily value , Total Carbohydrate , Sugars 6g , Protein ,  8g , Percent Daily Values are based on a 2,000 calorie diet.","['https://www.instacart.com/assets/domains/product-image/file/large_42138dc4-5b79-48a2-828a-7e654cf26a73.png', 'https://www.instacart.com/assets/domains/product-image/file/large_cc9cc3aa-d2e5-49fb-b026-0b4f40dee414.png']",45:12.1
Rainbow Grocery,Horizon Organic Lowfat Milk,$11.49 ,N/A,N/A,8 fl oz,Delivery to 94105,N/A,"Take the organic goodness of Horizon milk on-the-go with Horizon Organic UHT 1% lowfat Plain Milk Boxes. Great as a lunchbox stuffer or snack, these single-serve milk boxes offer a wholesome alternative to juice boxes. Each milk box provides many nutrients, including vitamin A, vitamin D, and 8 grams of protein. And thanks to their special packaging, these shelf-stable milk boxes lock in delicious taste without refrigeration. • 1% lowfat plain milk in single-serve boxes • Shelf stable • Certified USDA Organic • Non-GMO • Provides calcium and vitamins A and D • 8g protein per box","Grade A Lowfat Organic Milk, Vitamin A Palmitate, Vitamin D3.",https://www.instacart.comhttps://www.instacart.com/store/items/item_12903683,https://www.instacart.com/assets/domains/product-image/file/large_6da05904-5378-453f-a626-dcddde7a5457.jpg,"Nutrition Facts , Serving Size ,   , 236.00 mL , Servings Per Container ,   , 6 , Amount Per Serving , Calories ,  110 , % Daily Value , Total Fat ,  2.5g , 4% , daily value , Total Fat , Saturated Fat 1.5g , 8% , daily value , Total Fat , Trans Fat 0g , Total Fat , Polyunsaturated Fat 0g , Total Fat , Monounsaturated Fat 0.5g , Cholesterol ,  10mg , 3% , daily value , Sodium ,  130mg , 5% , daily value , Total Carbohydrate ,  13g , 4% , daily value , Total Carbohydrate , Dietary Fiber 0g , 0% , daily value , Total Carbohydrate , Sugars 12g , Protein ,  8g , Percent Daily Values are based on a 2,000 calorie diet.","['https://www.instacart.com/assets/domains/product-image/file/large_6da05904-5378-453f-a626-dcddde7a5457.jpg', 'https://www.instacart.com/assets/domains/product-image/file/large_e30c3f08-c701-4068-ac47-9b369a10cf2a.jpg']",45:41.0
Rainbow Grocery,Fat & the Moon Mama Sitz,$30.00 ,N/A,N/A,2 oz,Delivery to 94105,N/A,,,https://www.instacart.comhttps://www.instacart.com/store/items/item_612887604,https://d1s8987jlndkbs.cloudfront.net/assets/missing-item-4bbe82b8555e4d1c12626fd482cb2409713e8e30835645ff3650ef66a725d03c.png,N/A,N/A,45:53.7
Rainbow Grocery,Rice DREAM Original Enriched Half Gallon,$55.12 ,N/A,N/A,8 ct,Delivery to 94105,N/A,,,https://www.instacart.comhttps://www.instacart.com/store/items/item_8589352,https://d1s8987jlndkbs.cloudfront.net/assets/missing-item-4bbe82b8555e4d1c12626fd482cb2409713e8e30835645ff3650ef66a725d03c.png,N/A,N/A,46:05.6
Rainbow Grocery,WESTSOY Organic Unsweet Original Case,$50.32 ,N/A,N/A,8 ct,Delivery to 94105,N/A,,,https://www.instacart.comhttps://www.instacart.com/store/items/item_9527008,https://d1s8987jlndkbs.cloudfront.net/assets/missing-item-4bbe82b8555e4d1c12626fd482cb2409713e8e30835645ff3650ef66a725d03c.png,N/A,N/A,46:18.1
Rainbow Grocery,Rice DREAM Case 64 Oz,$55.12 ,N/A,N/A,8 ct,Delivery to 94105,N/A,,,https://www.instacart.comhttps://www.instacart.com/store/items/item_9526800,https://d1s8987jlndkbs.cloudfront.net/assets/missing-item-4bbe82b8555e4d1c12626fd482cb2409713e8e30835645ff3650ef66a725d03c.png,N/A,N/A,46:30.3
Rainbow Grocery,WESTSOY Organic Unsweetened Soy Milk Case,$47.88 ,$51.48 ,7% off,32 fl oz,Delivery to 94105,N/A,,,https://www.instacart.comhttps://www.instacart.com/store/items/item_577082,https://d1s8987jlndkbs.cloudfront.net/assets/missing-item-4bbe82b8555e4d1c12626fd482cb2409713e8e30835645ff3650ef66a725d03c.png,N/A,N/A,46:43.3
Rainbow Grocery,Pacific Almond Original Unsweetened Original Beverage Case,$40.68 ,N/A,N/A,32 fl oz,Delivery to 94105,N/A,,,https://www.instacart.comhttps://www.instacart.com/store/items/item_576771,https://d1s8987jlndkbs.cloudfront.net/assets/missing-item-4bbe82b8555e4d1c12626fd482cb2409713e8e30835645ff3650ef66a725d03c.png,N/A,N/A,46:56.7
Rainbow Grocery,Bob's Red Mill Sweet Cream Buttermilk Milk Powder,$11.39 ,N/A,N/A,22 oz,Delivery to 94105,N/A,"To your good health - Bob Moore. Keep real sweet cream buttermilk on hand for whenever you need it - no refrigeration required. Excellent in baked goods like biscuits and pancakes, or add buttermilk powder to mashed potatoes and coleslaw for extra tang. You can see our quality. Dear friends, I've always believed that food is more than just sustenance, more than the sum of its nutrients. It's also shared experiences. It's memories. It's love. For the past 40 years, I've made it my mission to bring a wide variety of wholesome, delicious foods to our customers, and I'm proud - and humbled - that so many people have put their trust in us. Thank you for bringing Bob's Red Mill into your home. To your good health, Bob Moore. bobsredmill.com. For more information and recipes, visit bobsredmill.com.",Dried Sweet Cream Buttermilk.,https://www.instacart.comhttps://www.instacart.com/store/items/item_819453773,https://www.instacart.com/assets/domains/product-image/file/large_13e2040a-060a-4fda-8627-41c1b20dffd0.jpg,"Nutrition Facts , Serving Size ,   , 2.00 Tbsp , Servings Per Container ,   , ABOUT 42 , Amount Per Serving , Calories ,  60 , % Daily Value , Total Fat ,  1g , 2% , daily value , Total Fat , Saturated Fat 0.5g , 3% , daily value , Total Fat , Trans Fat 0g , Cholesterol ,  5mg , 2% , daily value , Sodium ,  70mg , 3% , daily value , Total Carbohydrate ,  8g , 3% , daily value , Total Carbohydrate , Dietary Fiber 0g , 0% , daily value , Total Carbohydrate , Sugars 7g , Protein ,  5g , Percent Daily Values are based on a 2,000 calorie diet.","['https://www.instacart.com/assets/domains/product-image/file/large_13e2040a-060a-4fda-8627-41c1b20dffd0.jpg', 'https://www.instacart.com/assets/domains/product-image/file/large_5d31835e-0efc-4747-8d3b-6abed839aa47.jpg']",47:18.1
CVS Pharmacy®,Califia Farms Oat Barista Blend Oat Milk,$5.29 ,N/A,N/A,32 fl oz,Delivery to 94105,N/A,"No need to wait in line for a delicious, perfectly frothed, dairy-free latte.  Califia Farms Oat Barista Blend is ready to upgrade your coffee creations, right out of your fridge.Crafted to froth, steam and foam like dairy milk, just without the dairy, Oat Barista Blend is the professional barista’s choice for plant-based lattes. Naturally rich and creamy, you can whip up beautiful lattes at home, and top them off with some latte art. Or stir it straight into your coffee or tea, hot or iced. You’ll find it blends perfectly, softening and whitening each cup, infusing each sip with a subtle sweetness you’ll love.We produce versatile and full-flavored non-dairy milks using simple, plant-based ingredients. Our Oat Barista Blend is no exception.  Every drop is free from dairy, soy, and carrageenan, and our oats are gluten-free.Once you’ve experienced our Oat Barista Blend, it’ll become a staple of your coffee station. Be your own barista with Oat Barista Blend.","Oatmilk (water, Oats), Sunflower Oil, Minerals (dipotassium Phosphate, Calcium Carbonate, Tricalcium Phosphate), Sea Salt.",https://www.instacart.comhttps://www.instacart.com/store/items/item_151657252768,https://www.instacart.com/assets/domains/product-image/file/large_0d8c53b9-3be9-49ea-b405-66f2dc466627.png,"Nutrition Facts , Serving Size ,   , 8.00 fl oz , Servings Per Container ,   , 4 , Amount Per Serving , Calories ,  130 , % Daily Value , Total Fat ,  7g , 11% , daily value , Total Fat , Saturated Fat 0.5g , 3% , daily value , Total Fat , Trans Fat 0g , Cholesterol ,  0mg , 0% , daily value , Sodium ,  110mg , 5% , daily value , Total Carbohydrate ,  14g , 5% , daily value , Total Carbohydrate , Dietary Fiber 2g , 8% , daily value , Total Carbohydrate , Sugars 3g , Protein ,  1g , Percent Daily Values are based on a 2,000 calorie diet.","['https://www.instacart.com/assets/domains/product-image/file/large_0d8c53b9-3be9-49ea-b405-66f2dc466627.png', 'https://www.instacart.com/assets/domains/product-image/file/large_7fccb1e0-99a2-4219-8891-358cac6dfaba.jpg']",48:58.6
CVS Pharmacy®,Silk Shelf-Stable Unsweetened Almond Milk,$3.89 ,N/A,N/A,1 qt,Delivery to 94105,N/A,"Bring the creamy goodness of almondmilk to your pantry with Silk Shelf-Stable Unsweetened Almondmilk. Featuring a pure, silky-smooth taste and just 30 calories per serving, this unsweetened almondmilk is delicious whether it’s poured over cereal, added to your favorite recipes, or enjoyed straight out of the glass. It makes a perfect non-dairy alternative to milk, and is totally free of dairy, soy, lactose, gluten, casein, egg, and MSG. Silk Almondmilk provides vitamin E and contains 50% more calcium than dairy milk.* And since it comes in special, shelf-stable packaging, this unsweetened nutmilk will keep fresh at room temperature, unopened, until the date code: no refrigeration necessary! *Silk Unsweetened Original Almondmilk: 450mg of calcium per cup; reduced fat dairy milk: 293mg of calcium per cup. USDA National Nutrient Database for Standard Reference. Data consistent with typical reduced fat dairy milk. • Shelf-stable unsweetened almondmilk • 30 calories and 0g saturated fat per serving, with no cholesterol • Provides vitamin E and 50% more calcium than dairy milk • Vegan • Non-GMO Project Verified • Free of dairy, lactose, soy, gluten, casein, egg, MSG, and added sugar","Almondmilk (filtered Water, Almonds), Vitamin And Mineral Blend (calcium Carbonate, Vitamin E Acetate, Vitamin A Palmitate, Vitamin D2), Sea Salt, Gellan Gum, Locust Bean Gum, Sodium Ascorbate (to Protect Freshness), Natural Flavor.",https://www.instacart.comhttps://www.instacart.com/store/items/item_17763511099,https://www.instacart.com/assets/domains/product-image/file/large_cc2a35d2-7df3-46b5-8fcb-89ea81c29ca4.jpg,"Nutrition Facts , Serving Size ,   , 1.00 cup , Servings Per Container ,   , About 4 , Amount Per Serving , Calories ,  30 , % Daily Value , Total Fat ,  2.5g , 4% , daily value , Total Fat , Saturated Fat 0g , 0% , daily value , Total Fat , Trans Fat 0g , Total Fat , Polyunsaturated Fat 0.5g , Total Fat , Monounsaturated Fat 1.5g , Cholesterol ,  0mg , 0% , daily value , Sodium ,  135mg , 6% , daily value , Total Carbohydrate ,  1g , 0% , daily value , Total Carbohydrate , Dietary Fiber 1g , 4% , daily value , Total Carbohydrate , Sugars 0g , Protein ,  1g , Percent Daily Values are based on a 2,000 calorie diet.","['https://www.instacart.com/assets/domains/product-image/file/large_cc2a35d2-7df3-46b5-8fcb-89ea81c29ca4.jpg', 'https://www.instacart.com/assets/domains/product-image/file/large_51ed20e9-88ab-4726-aea8-edc673ab43c9.jpg']",49:11.0
CVS Pharmacy®,Horizon Organic Reduced Fat Organic Milk,$6.29 ,N/A,N/A,64 fl oz,Delivery to 94105,N/A,"Treat your family to the cold, creamy goodness of Horizon Organic 2% Reduced Fat Milk with High Vitamin D. Rich, delicious taste isn’t the only thing that makes this 2% milk special: it’s also wonderfully wholesome and made to meet the highest USDA Organic standards. Each serving provides many nutrients, including calcium, vitamin A, and 8 grams of protein. Plus, this organic milk delivers 50% more vitamin D per serving than conventional reduced fat milk,** helping support strong bones.  **Horizon Organic Reduced Fat Milk has 4.5 mcg and 25% vitamin D (this is 10% more of the daily value). Typical reduced fat milk has 2.5 mcg and 15% vitamin D. USDA National Nutrient Database for Standard Reference, release 28. Data consistent with typical reduced fat milk. • 2% reduced fat milk with high vitamin D • Certified USDA Organic • Non-GMO • Provides calcium and vitamin A • 50% more vitamin D than typical reduced fat milk","Grade A Reduced Fat Organic Milk, Vitamin A Palmitate, Vitamin D3.**",https://www.instacart.comhttps://www.instacart.com/store/items/item_129461778040,https://www.instacart.com/assets/domains/product-image/file/large_d4d922df-922a-410e-8f7b-46a9bad655bf.jpg,"Nutrition Facts , Serving Size ,   , 1.00 cup , Servings Per Container ,   , ABOUT 8 , Amount Per Serving , Calories ,  130 , % Daily Value , Total Fat ,  5g , 8% , daily value , Total Fat , Saturated Fat 3g , 15% , daily value , Total Fat , Trans Fat 0g , Total Fat , Polyunsaturated Fat 0g , Total Fat , Monounsaturated Fat 1.5g , Cholesterol ,  20mg , 7% , daily value , Sodium ,  135mg , 6% , daily value , Total Carbohydrate ,  13g , 4% , daily value , Total Carbohydrate , Dietary Fiber 0g , 0% , daily value , Total Carbohydrate , Sugars 12g , Protein ,  8g , Percent Daily Values are based on a 2,000 calorie diet.","['https://www.instacart.com/assets/domains/product-image/file/large_d4d922df-922a-410e-8f7b-46a9bad655bf.jpg', 'https://www.instacart.com/assets/domains/product-image/file/large_21add99b-25d4-4f8a-9778-61fb33bdd6ae.jpg']",49:42.4
CVS Pharmacy®,"fairlife 2% Reduced Fat Ultrafiltered Milk, Lactose Free",$7.19 ,N/A,N/A,52 fl oz,Delivery to 94105,N/A,"We are driven by a simple belief: we can always make the world better.Proper nourishment allows us all to grow and thrive. At fairlife, we provide the health and vitality people need by starting with the wholesome simplicity of real cow’s milk. All our milk flows through soft filters to concentrate its goodness like protein and calcium while filtering out some of the natural sugars. Our delicious and satisfying fairlife 2% Ultra-Filtered Milk has 50% less sugar and 50% more protein than regular milk. Plus, there’s no artificial growth hormones used and it’s lactose free.So sip, drink and chug as you enjoy our delicious ultra-filtered milk. • 50% more protein and 50% less sugar than regular milk • 13g of protein per serving • Delicious, satisfying and lactose-free • No Artificial Growth Hormones Used* • 52oz bottle • *No significant difference has been shown between milk derived from rbST-treated and non-rbST treated cows.","Reduced Fat Ultra-filtered Milk, Lactase Enzyme, Vitamin A Palmitate, Vitamin D3.",https://www.instacart.comhttps://www.instacart.com/store/items/item_9541025631,https://www.instacart.com/assets/domains/product-image/file/large_e7ed075f-49b4-476f-94ad-6ae1c05c72b4.jpg,"Nutrition Facts , Serving Size ,   , 1.00 cup , Servings Per Container ,   , ABOUT 7 , Amount Per Serving , Calories ,  120 , % Daily Value , Total Fat ,  4.5g , 7% , daily value , Total Fat , Saturated Fat 3g , 15% , daily value , Total Fat , Trans Fat 0g , Cholesterol ,  20mg , 7% , daily value , Sodium ,  120mg , 5% , daily value , Total Carbohydrate ,  6g , 2% , daily value , Total Carbohydrate , Dietary Fiber 0g , 0% , daily value , Total Carbohydrate , Sugars 6g , Protein ,  13g , Percent Daily Values are based on a 2,000 calorie diet.","['https://www.instacart.com/assets/domains/product-image/file/large_e7ed075f-49b4-476f-94ad-6ae1c05c72b4.jpg', 'https://www.instacart.com/assets/domains/product-image/file/large_f8175c27-92d3-4afa-8239-6749c889a09e.jpg']",50:02.7
CVS Pharmacy®,Yoo-hoo Chocolate Drink,$6.29 ,N/A,N/A,6.5 fl oz,Delivery to 94105,N/A,"Shake up some delicious fun with the classic chocolate taste of Yoo-hoo. With a chocolaty goodness that goes down smooth and easy, Yoo-hoo delivers the refreshing fun flavor you won’t find anywhere else. Summer just isn’t the same without sipping on an ice-cold Yoo-hoo at the beach, by the pool, on a long family road trip or just chilling in your backyard. For almost 100 years, Yoo-hoo Chocolate Drink has been delivering the refreshing flavor that chocolate lovers want. Not only is Yoo-hoo a delicious chocolate beverage, but it’s also 99% fat-free, 100% caffeine-free, and rich in both calcium and Vitamin D. First introduced in the 1920s by Natalie Olivieri, a small grocery store owner in New Jersey, Yoo-hoo is the perfect chocolate beverage that everyone loves. With its rich, smooth, and delicious chocolate flavor, it always hits the spot. Yoo-hoo is sweet, easy-to-sip, and goes perfectly with all your favorite snacks. In addition to the original chocolate flavor, you can also enjoy Yoo-hoo in Vanilla, Strawberry, Chocolate Strawberry, Chocolate Peanut Butter, and Cookies and Cream. No matter which flavor you choose, you can enjoy the great taste and get your refreshing chocolate fix with every delicious sip of Yoo-hoo!","Water, High Fructose Corn Syrup, Whey (from Milk), Contains Less Than 2% Of Cocoa (alkali Process), Nonfat Dry Milk, Natural And Artificial Flavors, Sodium Caseinate (from Milk), Corn Syrup Solids, Calcium Phosphate, Dipotassium Phosphate, Palm Oil, Guar Gum, Xanthan Gum, Mono- And Diglycerides, Salt, Spice, Soy Lecithin, Sucralose, Niacinamide (vitamin B3), Vitamin A Palmitate, Riboflavin (vitamin B2), Cholecalciferol (vitamin D3).",https://www.instacart.comhttps://www.instacart.com/store/items/item_9534520534,https://d2lnr5mha7bycj.cloudfront.net/product-image/file/large_ebb677fa-7fc2-4b89-88fd-172106316c3d.jpg,"Nutrition Facts , Serving Size ,   , 192.00 mL , Servings Per Container ,   , 10 , Amount Per Serving , Calories ,  90 , % Daily Value , Total Fat ,  1g , 2% , daily value , Total Fat , Saturated Fat 0g , 0% , daily value , Total Fat , Trans Fat 0g , Cholesterol ,  0mg , 0% , daily value , Sodium ,  140mg , 6% , daily value , Total Carbohydrate ,  22g , 7% , daily value , Total Carbohydrate , Dietary Fiber 0g , 0% , daily value , Total Carbohydrate , Sugars 20g , Protein ,  1g , Percent Daily Values are based on a 2,000 calorie diet.",N/A,50:18.7
CVS Pharmacy®,Ensure Original Nutrition Shake Milk Chocolate Ready-to-Drink Bottles,$10.49 ,N/A,N/A,8 fl oz,Delivery to 94105,N/A,"Ensure Original nutrition shakes with 9g of high-quality protein provide easy and delicious complete, balanced nutrition. Our shakes contain protein, vitamins A and D, zinc, and antioxidants (vitamins C & E) to support immune health. This nutritional drink is suitable for lactose intolerance* and gluten-free. Enjoy Ensure as a small meal replacement, with a meal, or as a delicious snack to help maintain proper nutrition. From the #1 doctor-recommended‡ nutritional drink brand. * Not for people with galactosemia. † Contains 68 mg (25% more of the DV) vs 45 mg of vitamin C and 8 mcg (15% more of the DV) vs 5 mcg of vitamin D per serving in previous formulation. ‡ Among doctors who recommend liquid nutritional products to their patients.","Water, Corn Maltodextrin, Sugar, Milk Protein Concentrate, Blend Of Vegetable Oils (canola, Corn), Soy Protein Isolate, Cocoa Powder (processed With Alkali); Less Than 0.5% Of: Vitamins And Minerals,+ Nonfat Milk, Cellulose Gel, Natural And Artificial Flavor, Salt, Cellulose Gum, Soy Lecithin, Monoglycerides, Carrageenan, Turmeric Color, Acesulfame Potassium, Sucralose, And Red 3. +vitamins And Minerals: Potassium Citrate, Magnesium Phosphate, Calcium Carbonate, Sodium Citrate, Calcium Phosphate, Choline Chloride, Ascorbic Acid, Ferrous Sulfate, Potassium Chloride, Di-alpha-tocopheryl Acetate, Zinc Sulfate, Niacinamide, Calcium Pantothenate, Manganese Sulfate, Pyridoxine Hydrochloride, Thiamine Hydrochloride, Copper Sulfate, Riboflavin, Vitamin A Palmitate, Folic Acid, Chromium Chloride, Potassium Iodide, Sodium Selenate, Sodium Molybdate, Phylloquinone, Biotin, Vitamin D3, Vitamin B12.",https://www.instacart.comhttps://www.instacart.com/store/items/item_9540251046,https://www.instacart.com/assets/domains/product-image/file/large_c374aa68-d75e-4e60-9361-ccfa6e935dfb.jpg,"Nutrition Facts , Serving Size ,   , 237.00 mL , Servings Per Container ,   , 1 , Amount Per Serving , Calories ,  200 , % Daily Value , Total Fat ,  6g , 9% , daily value , Total Fat , Saturated Fat 1g , 5% , daily value , Total Fat , Trans Fat 0g , Total Fat , Polyunsaturated Fat 2g , Total Fat , Monounsaturated Fat 3g , Cholesterol ,  5mg , 2% , daily value , Sodium ,  210mg , 9% , daily value , Total Carbohydrate ,  33g , 11% , daily value , Total Carbohydrate , Dietary Fiber 14g , 56% , daily value , Total Carbohydrate , Sugars 15g , Protein ,  9g , Percent Daily Values are based on a 2,000 calorie diet.","['https://www.instacart.com/assets/domains/product-image/file/large_c374aa68-d75e-4e60-9361-ccfa6e935dfb.jpg', 'https://www.instacart.com/assets/domains/product-image/file/large_8d89130d-f2a9-4aac-9409-fddaa5eb8bf3.jpg']",50:58.6
CVS Pharmacy®,Ensure High Protein Nutrition Shake Milk Chocolate Ready-to-Drink Bottles,$11.79 ,N/A,N/A,8 fl oz,Delivery to 94105,N/A,"From the #1 doctor-recommended brand, Ensure High Protein nutritional shakes provide targeted high-protein nutrition to help you stay active and energetic. Each delicious shake has 16g of high-quality protein, 2g of fat, 27 essential vitamins and minerals, and 160 calories. * 75% more protein than Ensure Original. Ensure High Protein, 16g protein/160 calories per 8 fl oz versus Ensure Original, 9g protein/220 calories per 8 fl oz. † Not for people with galactosemia.","Water, Milk Protein Concentrate, Corn Maltodextrin, Sugar, Soy Protein Isolate, Cocoa Powder (processed With Alkali), Canola Oil; Less Than 0.5% Of: Magnesium Phosphate, Natural And Artificial Flavor, Potassium Citrate, Cellulose Gum, Salt, Sodium Ascorbate, Liquid Sucralose, Carrageenan, Cellulose Gel, Acesulfame Potassium, Gellan Gum, Dl-alpha-tocopheryl Acetate, Ferrous Sulfate, Niacinamide, Zinc Gluconate, Calcium Pantothenate, Vitamin A Palmitate, Thiamine Chloride Hydrochloride, Pyridoxine Hydrochloride, Riboflavin, Manganese Gluconate, Folic Acid, Beta-carotene, Biotin, Chromium Chloride, Potassium Iodide, Phytonadione, Sodium Molybdate, Sodium Selenite, Vitamin D3 And Cyanocobalamin.",https://www.instacart.comhttps://www.instacart.com/store/items/item_23684194451,https://www.instacart.com/assets/domains/product-image/file/large_5ac782cf-5b4b-467f-9980-bc3b6124524e.jpg,"Nutrition Facts , Serving Size ,   , 8.00 fl oz , Servings Per Container ,   , 1 , Amount Per Serving , Calories ,  160 , % Daily Value , Total Fat ,  2g , 3% , daily value , Total Fat , Saturated Fat 0.5g , 3% , daily value , Total Fat , Trans Fat 0g , Total Fat , Polyunsaturated Fat 0.5g , Total Fat , Monounsaturated Fat 1g , Cholesterol ,  20mg , 7% , daily value , Sodium ,  180mg , 8% , daily value , Total Carbohydrate ,  19g , 6% , daily value , Total Carbohydrate , Dietary Fiber 1g , 4% , daily value , Total Carbohydrate , Sugars 4g , Protein ,  16g , Percent Daily Values are based on a 2,000 calorie diet.","['https://www.instacart.com/assets/domains/product-image/file/large_5ac782cf-5b4b-467f-9980-bc3b6124524e.jpg', 'https://www.instacart.com/assets/domains/product-image/file/large_66aa416a-e0be-4ef5-aedf-61a116af02ca.jpg']",51:38.0
CVS Pharmacy®,Producers Dairy Reduced Fat Milk,$3.79 ,N/A,N/A,0.5 gal,Delivery to 94105,N/A,"At Producers, our purpose is to nourish lives one at a time. That is why Producers Dairy products are free from the artificial hormone rBST and free from antibiotics. We go to great lengths to ensure that our milk is the best, cleanest milk around. Our bottling plant is close to the source with our milk coming from local family farms within an average of only 26 miles. Our milk is received cold, gently pasteurized at lower temperatures to protect flavor, and bottled cold to ensure our customers the freshest, best-tasting milk. Enjoy a cold glass of our milk today and taste the difference.","Reduced Fat Milk, Vitamin A Palmitate, Vitamin D3",https://www.instacart.comhttps://www.instacart.com/store/items/item_9539051811,https://www.instacart.com/assets/domains/product-image/file/large_918b6bbb-41d3-4a00-b778-8b5487e7340a.jpg,"Nutrition Facts , Serving Size ,   , 1.0 Cup , Servings Per Container ,   , 8 , Amount Per Serving , Calories ,  140 , % Daily Value , Total Fat ,  5g , 8% , daily value , Total Fat , Saturated Fat 3g , 15% , daily value , Total Fat , Trans Fat 0g , Cholesterol ,  20mg , 7% , daily value , Sodium ,  140mg , 6% , daily value , Total Carbohydrate ,  14g , 5% , daily value , Total Carbohydrate , Dietary Fiber 0g , 0% , daily value , Total Carbohydrate , Sugars 14g , Protein ,  10g , Percent Daily Values are based on a 2,000 calorie diet.","['https://www.instacart.com/assets/domains/product-image/file/large_918b6bbb-41d3-4a00-b778-8b5487e7340a.jpg', 'https://www.instacart.com/assets/domains/product-image/file/large_ca81c0e2-1f69-4aa5-a9ab-4fb51e0e37e9.jpg']",51:55.8
CVS Pharmacy®,"Producers Dairy Vitamin D Milk, Half Gallon",$3.79 ,N/A,N/A,64 fl oz,Delivery to 94105,N/A,"At Producers, our purpose is to nourish lives one at a time. That is why Producers Dairy products are free from the artificial hormone rBST and free from antibiotics. We go to great lengths to ensure that our milk is the best, cleanest milk around. Our bottling plant is close to the source with our milk coming from local family farms within an average of only 26 miles. Our milk is received cold, gently pasteurized at lower temperatures to protect flavor, and bottled cold to ensure our customers the freshest, best-tasting milk. Enjoy a cold glass of our milk today and taste the difference.","Milk, Vitamin D3",https://www.instacart.comhttps://www.instacart.com/store/items/item_9537259926,https://www.instacart.com/assets/domains/product-image/file/large_14620976-61c8-4bdd-a8ab-55acec93a39a.jpg,"Nutrition Facts , Serving Size ,   , 1.0 Cup , Servings Per Container ,   , 8 , Amount Per Serving , Calories ,  160 , % Daily Value , Total Fat ,  8g , 12% , daily value , Total Fat , Saturated Fat 5g , 25% , daily value , Total Fat , Trans Fat 0g , Cholesterol ,  35mg , 12% , daily value , Sodium ,  125mg , 5% , daily value , Total Carbohydrate ,  13g , 4% , daily value , Total Carbohydrate , Dietary Fiber 0g , 0% , daily value , Total Carbohydrate , Sugars 13g , Protein ,  8g , Percent Daily Values are based on a 2,000 calorie diet.","['https://www.instacart.com/assets/domains/product-image/file/large_14620976-61c8-4bdd-a8ab-55acec93a39a.jpg', 'https://www.instacart.com/assets/domains/product-image/file/large_c8f5c168-2ce4-49b7-9ae2-a0e2461b0aa7.jpg']",52:10.1
